pattern,unit,book
Is he eating healthy or unhealthy food?,UNIT 16,Book 7
Is McDonald's healthy or unhealthy?,UNIT 16,Book 7
Is pizza healthy or unhealthy?,UNIT 16,Book 7
Is broccoli soup healthy or unhealthy?,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
Are bugs disgusting or delicious?,UNIT 16,Book 7
Are olives disgusting or delicious?,UNIT 16,Book 7
Are snails delicious or disgusting?,UNIT 16,Book 7
Are worms disgusting or delicious?,UNIT 16,Book 7
Is bean ice cream delicious or disgusting?,UNIT 16,Book 7
Is bubble tea delicious or disgusting?,UNIT 16,Book 7
Is pasta sushi disgusting or delicious?,UNIT 16,Book 7
Is pizza delicious or disgusting?,UNIT 16,Book 7
Is salmon delicious or disgusting?,UNIT 16,Book 7
Is spinach delicious or disgusting?,UNIT 16,Book 7
Is this dish disgusting or delicious?,UNIT 16,Book 7
Is spaghetti delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
What is meat that is half-cooked called?,UNIT 16,Book 7
What is meat that is shortly cooked called?,UNIT 16,Book 7
What is meat that is well-cooked called?,UNIT 16,Book 7
How do you like your meat?,UNIT 16,Book 7
How do you like your hamburger?,UNIT 16,Book 7
Do you eat raw eggs?,UNIT 16,Book 7
Is herring cooked or raw?,UNIT 16,Book 7
Is sushi cooked or raw?,UNIT 16,Book 7
Is tartare cooked or raw?,UNIT 16,Book 7
nan,UNIT 16,Book 7
What are your favorite cakes?,UNIT 16,Book 7
Is cake healthy or unhealthy?,UNIT 16,Book 7
Is cake soft or hard?,UNIT 16,Book 7
Is cake sweet or sour?,UNIT 16,Book 7
Is cheese delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is broccoli soup sweet or salty?,UNIT 16,Book 7
Is broccoli soup delicious or disgusting?,UNIT 16,Book 7
Is broccoli soup healthy or unhealthy?,UNIT 16,Book 7
"Is broccoli soup hot, spicy, or mild?",UNIT 16,Book 7
nan,UNIT 16,Book 7
Is pizza crunchy or soggy?,UNIT 16,Book 7
Is pizza delicious or disgusting?,UNIT 16,Book 7
Is pizza healthy or unhealthy?,UNIT 16,Book 7
"Is pizza salty, sweet, or sour?",UNIT 16,Book 7
nan,UNIT 16,Book 7
Is salad crunchy or soggy?,UNIT 16,Book 7
Is salad fresh or stale?,UNIT 16,Book 7
Is salad healthy or unhealthy?,UNIT 16,Book 7
Is salad sweet or salty?,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is kebab delicious or disgusting?,UNIT 16,Book 7
"Is kebab hot, spicy, or mild?",UNIT 16,Book 7
Is kebab healthy or unhealthy?,UNIT 16,Book 7
"Is kebab salty, sweet, or sour?",UNIT 16,Book 7
nan,UNIT 16,Book 7
"Are dumplings hot, spicy, or mild?",UNIT 16,Book 7
Are dumplings delicious or disgusting?,UNIT 16,Book 7
Are dumplings soft or hard?,UNIT 16,Book 7
Are dumplings sweet or salty?,UNIT 16,Book 7
Can you make dumplings?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is salmon delicious or disgusting?,UNIT 16,Book 7
Is salmon healthy or unhealthy?,UNIT 16,Book 7
"Is salmon sweet, salty, or sour?",UNIT 16,Book 7
Is this salmon cooked or raw?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is bubble tea delicious or disgusting?,UNIT 16,Book 7
Is bubble tea healthy or unhealthy?,UNIT 16,Book 7
Is bubble tea still or sparkling?,UNIT 16,Book 7
"Is bubble tea sweet, salty, or sour?",UNIT 16,Book 7
nan,UNIT 16,Book 7
Is spaghetti crunchy or soggy?,UNIT 16,Book 7
Is spaghetti delicious or disgusting?,UNIT 16,Book 7
Is spaghetti healthy or unhealthy?,UNIT 16,Book 7
"Is spaghetti sweet, salty, or sour?",UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat avocados?,UNIT 16,Book 7
Do you prefer sweet or salty avocado?,UNIT 16,Book 7
Do you eat avocado toast?,UNIT 16,Book 7
Is avocado delicious or disgusting?,UNIT 16,Book 7
Are you a picky eater?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you have beetroot soup at home?,UNIT 16,Book 7
Do you drink beetroot juice?,UNIT 16,Book 7
Do you eat beetroots?,UNIT 16,Book 7
Is beetroot delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat broccoli at home?,UNIT 16,Book 7
Do you eat roasted broccoli?,UNIT 16,Book 7
What type of broccoli dishes do you eat?,UNIT 16,Book 7
Is broccoli delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
What can you see? Do you eat cabbage salad?,UNIT 16,Book 7
Do you eat cabbage at home?,UNIT 16,Book 7
Do you eat cabbage stew?,UNIT 16,Book 7
What is your favorite cabbage?,UNIT 16,Book 7
What can you see? Do you eat cabbage dumplings?,UNIT 16,Book 7
What can you see? Do you eat cabbage rolls?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat caviar?,UNIT 16,Book 7
What is caviar?,UNIT 16,Book 7
Is caviar cheap or expensive?,UNIT 16,Book 7
Is caviar delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat hot peppers?,UNIT 16,Book 7
Do you like hot pepper sauce?,UNIT 16,Book 7
How hot a chili can you eat?,UNIT 16,Book 7
Is chili disgusting or delicious?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat sushi?,UNIT 16,Book 7
Can you make sushi?,UNIT 16,Book 7
What sushi do you like?,UNIT 16,Book 7
Is sushi delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat garlic?,UNIT 16,Book 7
Do you eat garlic bread?,UNIT 16,Book 7
Do you eat garlic sauce?,UNIT 16,Book 7
Is garlic delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you like grapefruit?,UNIT 16,Book 7
Do you eat grapefruit with sugar?,UNIT 16,Book 7
Do you drink grapefruit juice?,UNIT 16,Book 7
Is grapefruit delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat noodles?,UNIT 16,Book 7
What noodles do you like?,UNIT 16,Book 7
Do you buy noodles at home?,UNIT 16,Book 7
Are noodles delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat spinach?,UNIT 16,Book 7
Do you eat spinach at home?,UNIT 16,Book 7
What spinach dishes do you like?,UNIT 16,Book 7
Is spinach delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat mushrooms?,UNIT 16,Book 7
Do you eat pickled mushrooms?,UNIT 16,Book 7
Do you pick mushrooms?,UNIT 16,Book 7
What can you see? Do you like mushroom pizza?,UNIT 16,Book 7
Are mushrooms disgusting or delicious?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat olives?,UNIT 16,Book 7
Do you like green or black olives?,UNIT 16,Book 7
Do you eat pizza with olives?,UNIT 16,Book 7
Are olives disgusting or delicious?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is the shrimp cooked or raw?,UNIT 16,Book 7
Do you eat shrimp/prawns?,UNIT 16,Book 7
Do you eat pasta and shrimp?,UNIT 16,Book 7
Is shrimp/prawn delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat sardines at home?,UNIT 16,Book 7
Do you eat sardines with bread?,UNIT 16,Book 7
Do you eat sardines with pizza?,UNIT 16,Book 7
Are sardines delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat snails at home?,UNIT 16,Book 7
Where are snails popular?,UNIT 16,Book 7
Do you eat snails from the garden?,UNIT 16,Book 7
Are snails delicious or disgusting?,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
